Name	TrueSA	RandomAssignment	BETSA	LCD	GeoSA	MaxLoad	MaxLoad_Pressure	MaxLoadArea	MaxError	Set
LUMDIG	710.3430000000002	0.9616846842173205	707.782683	7.52	853.11	8.7134376039	80000.0	745.1069617597383	4.893968372988554	Test
LUXDEO	708.362	0.7687565035867691	668.602573	4.96	308.817	8.3512292317	80000.0	714.133654552823	0.8147888442382659	Test
MAYKOO	3048.276	0.67571984839835	3429.4526539999997	12.25	3127.56	42.8370654454	100000.0	3663.1002751932224	20.169573726041296	Test
MIBQAR18	3460.207000000001	0.6101682509358163	3735.927234	14.9999	3633.14	51.0515659729	90000.0	4365.541930101013	26.164184110979843	Test
MIHMAS	552.678	0.8118763624781636	519.732522	5.29	418.7495	6.5659167161	80000.0	561.4672965938296	1.5903105594631213	Test
MODMUN	282.441	0.961462106578985	272.76102599999996	4.69	144.642	3.3046732473000002	60000.0	282.59054059241646	0.052945780682155094	Test
NAYZOE	4034.056	0.9268846015385188	4472.654708	15.823139999999999	4603.95	55.273088716000004	100000.0	4726.534471518078	17.165812064038725	Test
NIGDIS	3048.257	0.7503720833181008	3317.85999	13.86	3306.59	42.2576963939	80000.0	3613.5570371137337	18.545025472384175	Test
ODIXEG	3980.793	0.6380846526631092	3858.8243420000003	10.02	4084.29	51.8366671903	80000.0	4432.677819443809	11.351628166644415	Test
OFERUN02	1382.562	0.5080233389591208	1400.78466	11.32	1311.71	19.0466015048	90000.0	1628.7206065190594	17.804525693535588	Test
OGIYUZ	1235.856	0.8434880309952578	1272.015887	9.76	914.01175	15.7151610197	22000.0	1343.8411351809941	8.737679404477069	Test
OJIDAN	1647.244	0.6064601564449826	1715.825934	19.52	1485.6777	30.3060042937	80000.0	2591.5391615645913	57.32576118441417	Test
OKIVIO	489.416	0.9106938455915808	465.823622	4.9	405.506	5.8573523972000014	70000.0	500.87626113032536	2.34161963040141	Test
OTAVOV	1176.096	0.9240771965116624	1084.343933	5.33	1316.41	13.7580628883	100000.0	1176.484976929465	0.033073569629085434	Test
OVIWIA	406.204	0.7999912112618549	384.447089	4.77	184.774	4.7542756151	60000.0	406.5495181086772	0.08506024280341828	Test
OXALIJ	1523.359	0.921883232280842	1430.358528	6.84	1678.25	18.1213359354	90000.0	1549.598927042299	1.7225044813664467	Test
PEVQOY	3299.434	0.6561976988392104	3545.979292	14.79	3541.0	47.89558787479999	90000.0	4095.666668585047	24.132401756939117	Test
PIZREX	763.8960000000002	0.5109682838250784	757.670271	5.2	734.888	8.936129944700001	30000.0	764.1499182831643	0.03323990218094158	Test
PIZRIB	763.538	0.5703200516527168	748.694041	4.9	715.3689999999999	8.936081912799999	50000.0	764.1458109601185	0.07960454622016368	Test
PUDSUD	1606.833	0.8485714147573441	1475.788614	6.75	1969.19	19.1573481118	90000.0	1638.1908146754863	1.9515291679649487	Test
QIYDAF01	5141.1590000000015	0.8046476654344247	7902.994011	21.39	5595.10841	100.4475430792	100000.0	8589.510482805781	67.0734261050043	Test
QIYDOT	6088.661999999998	0.9386531471428992	7350.315302	19.48	6486.83	153.0864321705	90000.0	13090.788222336661	115.00270867945477	Test
QOWRAV01	5234.245	0.6561404925457162	6646.180325	19.93	5462.23	89.18310762719999	100000.0	7626.261572660175	45.69936204094717	Test
RAVWUI	2893.55	0.7439197489526794	3537.289308	35.8	2889.73	87.71495117280001	100000.0	7500.715990668944	159.22192430298227	Test
RAVXET	2586.585	0.5583592068860228	3016.5198760000003	37.24	2754.98	82.929215837	90000.0	7091.4762763398785	174.16366662374824	Test
RIFDUG01	2136.449	0.8110465118335308	2101.503597	13.34	2107.8843	28.207477226399998	70000.0	2412.089075574807	12.901785887461239	Test
ROLZAV	3542.847	0.6446747069291697	3622.2623340000005	15.21	4061.23	48.4324741068	90000.0	4141.577098810324	16.899688267947326	Test
SACDUX	1305.12	0.5971584854632691	1265.352922	7.2	1219.16	15.2793198766	100000.0	1306.5713130157696	0.11120149992106138	Test
SAHYAD	683.212	0.8024298809027142	598.2086889999999	4.9	429.6046	8.0131656275	60000.0	685.2250244050309	0.29464125411013464	Test
SEMNIJ	6014.248000000001	0.8188752208104477	9317.452281	31.57	6199.45	145.4564343066	90000.0	12438.3287929997	106.81436470527484	Test
SISQIW	618.977	0.5957332843221445	562.661371	5.84	607.4490000000001	7.258114576900001	80000.0	620.6587969457036	0.2717058866005654	Test
SIVVAW	452.285	0.8942837948932874	391.87809300000004	4.84	178.878	5.297644937099999	90000.0	453.01433291927	0.16125516417081048	Test
SIVWUR	199.718	0.8371816769959347	200.921339	4.69	165.40599999999998	2.3425140943000002	80000.0	200.31400223741934	0.2984218935796251	Test
SUNJOB	1036.128	0.6819958434977089	920.708261	4.93	832.948	12.119287825399999	90000.0	1036.349388240735	0.021366881382898217	Test
TANBAN	399.412	0.6556679723590763	374.934801	4.39	114.1782	4.6964922431	80000.0	401.6083232888644	0.5498891592802541	Test
TEWFUY01	819.179	0.7334476734000398	800.4554059999999	4.9	359.69800000000004	9.5835053112	60000.0	819.5085395734588	0.040228029949360734	Test
TIRRIW	1100.389	0.5631858135784304	1031.9298509999999	5.67	1020.49	12.912557526099999	55000.0	1104.1837841948734	0.34485842687208806	Test
TOWNEA	2531.41	0.7914140460059936	2403.96846	8.35	2934.93	31.269714691100006	70000.0	2673.9483505512203	5.630788791670273	Test
TUBJAD	582.988	0.5021326898198742	577.6845860000001	2.74	362.92199999999997	6.8199013247	55000.0	583.1861300382762	0.03398526869784457	Test
ULUVUT	1090.056	0.9096609081835648	951.291142	4.84	1121.78	12.7469811074	80000.0	1090.0249472484315	0.0028487299339203945	Test
VAKRIK	1314.871	0.763508032055047	1097.595433	5.35	861.14	15.3845849039	90000.0	1315.5727781362582	0.05337239442181773	Test
VAZROF	488.835	0.6671616853974037	401.690127	4.95	487.43	5.7388511872	80000.0	490.74293826032124	0.3903031207506131	Test
VEBHUG	3042.357	0.7937871814710603	4296.923789	17.26	3795.08	58.5412414594	100000.0	5006.002056172795	64.54354489538194	Test
VEGMIE01	942.302	0.8407043512248489	864.118416	6.25	931.477	11.0294452669	90000.0	943.1543354412595	0.09045247078531829	Test
VEMMIK	2170.339	0.7147216648432589	2568.0982010000002	13.39	2182.97	34.4482808397	80000.0	2945.7551704767616	35.7278826246389	Test
VIRVEY	1762.963	0.5118053648209159	1743.067005	7.12	2159.02	20.7812628151	90000.0	1777.0556583499572	0.7993734610401476	Test
VIXPUP01	2910.976	0.9384498260982146	2924.348547	10.57	3171.45	37.3718281885	90000.0	3195.754720786287	9.782929188914201	Test
WITFIQ	1197.773	0.558207027795282	1152.240973	7.57	949.77	14.335427299900001	100000.0	1225.8567934399687	2.344667431973234	Test
WOSZEL	413.217	0.9415678051984956	394.700434	2.07	301.981	4.8385356288	60000.0	413.7547941041971	0.13014810721657932	Test
XAHQAA	5567.076999999998	0.7971900859714508	6543.778947	22.75	6260.74	192.1034163151	80000.0	16427.224177303357	195.07808455502524	Test
XAKQOR	1293.312	0.6824435190318721	1233.283606	5.64	1051.7293	15.4442852874	90000.0	1320.6779012102636	2.1159550990220226	Test
XECJUK	527.385	0.6979403126831254	342.375575	4.6	393.341	5.0250119064	80000.0	429.7008281448393	18.522364469061632	Test
XUTQEI	3547.456	0.8039762197368813	4132.767943	14.96	4313.75	55.736106103100006	70000.0	4766.128199530728	34.3534126859002	Test
YIKJOT	1043.696	0.8266410609799146	1047.5757199999998	8.39	990.9585099999999	12.8125719669	100000.0	1095.6337790623395	4.976332098842919	Test
YOBYAR	3014.448	0.6243240485031905	2996.572147	9.42	3378.95	38.8985195644	90000.0	3326.3057643987977	10.345435197382665	Test
YURJUR	2481.093	0.8143444056455253	2763.5690440000003	13.61	2811.89	35.9916060954	100000.0	3077.7286170722828	24.04728952410421	Test
ZIGFEC	2243.63	0.7884106755454752	2256.594844	13.93	2307.112	29.594412290900003	70000.0	2530.689221584357	12.794410022345781	Test
ALUKIC	3716.0649672750537	0.5567012022316908	3604.215559	8.54387	5119.04	46.653134827399995	100000.0	3989.421526614559	7.356075896056097	Test
AMODUC	3617.2953386715003	0.8909038978969063	3586.9492920000002	8.56321	4998.35	46.034999321499996	70000.0	3936.563275979836	8.826150684881345	Test
AMOFAK	3760.415168413482	0.8437039304198142	3637.957376	8.38842	5097.31	46.4188623742	80000.0	3969.38832688754	5.557183159704775	Test
LEJCEK	4863.4102373473415	0.8872858722230429	6764.083228	17.20124	5762.75	89.9433144295	100000.0	7691.268680821176	58.145587262164376	Test
NIBHOW	3864.2108343976147	0.5975617356396559	7581.366288	27.51057	5123.89	112.3623523582	100000.0	9608.37441979534	148.6503669589026	Test
RICBEM	5143.58000995808	0.8395627281449806	5558.48583	11.37522	5776.0	73.4803587422	100000.0	6283.481828906502	22.16164260576385	Test
XAFFOB	4604.62852260096	0.6955572045229763	6230.101058	14.839129999999999	5173.27	81.195526297	100000.0	6943.224322919583	50.78793628715239	Test
OKUSOE	4574.0	0.0	4349.641593	24.84911	4964.85	98.33630943120001	100000.0	8408.973826604548	83.84289083088211	Test
NIHWIN	5574.0	0.0	8254	32.73324	6228.24	167.94695487180002	90000.0	14361.547183779308	157.6524431966148	Test
SEMNEF	5783.0	0.0	9120.276276	30.84624	6040.3	129.5082990701	30000.0	11074.565473402017	91.50208323365065	Test
CNT-5-5	226.455	0.0	226.15026400000002	3.4	0.0	2.64918232	80000.0	226.53793822076798	0.03662459242143976	Test
CNT-6-6	188.71200000000002	0.0	197.766763	4.7	77.6	2.3127526104	0.08	197.76902632156893	4.799390776192776	Test
CNT-7-7	317.73	0.0	294.247842	6.1	265.2	3.8167763952	70000.0	326.3817098169004	2.7229754247003406	Test
CNT-8-8	505.05800000000005	0.0	482.819857	7.4	386.7	5.97681417447	60000.0	511.09172441294834	1.1946597050137386	Test
CNT-9-9	617.808	0.0	578.57133	8.8	496.4	7.102171586679999	100000.0	607.3237375888147	1.6970098171576513	Test
CNT-10-10	708.007	0.0	762.002607	10.2	572.1	9.77940328149	100000.0	836.2602451680855	18.11468603673206	Test
CNT-11-11	741.3689999999999	0.0	860.3577119999999	11.5	644.0	10.43750761633	21000.0	892.5363262906574	20.390295020517108	Test
CNT-12-12	827.862	0.0	956.3647390000001	12.9	695.0	12.198142998429999	100000.0	1043.0924833389454	25.998352785723394	Test
CNT-13-13	878.237	0.0	1156.860897	14.2	742.0	13.881593933440001	80000.0	1187.0484130738948	35.16265120621141	Test
CNT-14-14	900.2339999999999	0.0	1187.7329869999999	15.6	784.0	15.649949644760005	90000.0	1338.2647540025753	48.6574328455241	Test
CNT-15-15	939.067	0.0	1404.640217	16.9	818.6	18.099469870840004	60000.0	1547.7291073832187	64.81562097094442	Test
CNT-16-16	991.581	0.0	1455.921473	18.3	850.0	18.7542190028	100000.0	1603.7182770550344	61.733461719721774	Test
CNT-17-17	1055.361	0.0	1553.335889	19.7	879.5	21.160756352539998	90000.0	1809.507061520941	71.45858730054843	Test
CNT-18-18	1079.104	0.0	1705.516948	21.0	901.8	22.403005082820002	70000.0	1915.7347318441368	77.53012979695532	Test
CNT-19-19	1084.74	0.0	1118.153734	22.4	925.0	24.14998298666	100000.0	2065.1230051484645	90.37953842842197	Test
CNT-20-20	1082.399	0.0	1041.620257	23.7	943.0	26.20282640918	100000.0	2240.6665730323634	107.00929814535709	Test
CNT-21-21	1080.281	0.0	1032.42632	25.1	961.9	27.10681289343	80000.0	2317.968626868143	114.57089654156123	Test
CNT-22-22	1125.5330000000001	0.0	1034.893841	26.4	976.7	29.08597667291	100000.0	2487.211671644549	120.98078613817177	Test
CNT-24-24	1124.41	0.0	1074.89057	29.1	1004.8	32.74355412238	100000.0	2799.979897534607	149.0176979513351	Test
CNT-25-25	1115.019	0.0	1054.7371890000002	30.5	1018.0	34.316630449	100000.0	2934.4974296070673	163.1791413067461	Test
CNT-30-30	1131.823	0.0	1116.131272	37.3	1066.6	41.8474965147	90000.0	3578.479860963632	216.16956546771286	Test
CNT-35-35	1173.481	0.0	1116.228512	44.1	1102.4	49.5608201734	100000.0	4238.064678995849	261.1532422762575	Test
ALAMUW	3219.353080864741	0.0	3052.286787	11.92678	3514.27	40.0153111211	80000.0	3421.805290711951	6.288599130382733	Test
ALANAD	3038.2021513970662	0.0	2744.9906079999996	8.58065	3722.59	35.8345719903	100000.0	3064.300253863329	0.8589982221644492	Test
ANUGEW	4007.573607146661	0.0	4974.634554	14.4419	4545.44	65.0680235745	90000.0	5564.1228591120735	38.84019121170066	Test
ANUGIA	3158.086503491296	0.0	3839.70578	13.85309	3718.37	48.4802000312	80000.0	4145.658257147987	31.271206553871167	Test
DICKEH	3876.932816192906	0.0	3950.8229899999997	12.83987	4446.98	52.0792388175	80000.0	4453.420701457586	14.8696898449425	Test
DIDDOK	3851.344859896193	0.0	3969.392967	9.60031	4569.87	50.5087123812	80000.0	4319.121216626127	12.145792541220047	Test
DITJOH	3332.971586731892	0.0	4945.665523	19.43102	4035.44	63.559969154399994	100000.0	5435.165506318714	63.07266248399389	Test
EDUSIF	3430.1344901063703	0.0	3897.675394	15.0742	3632.67	50.8924406539	90000.0	4351.934742172559	26.873589205465905	Test
EDUVOO	3937.5997082820563	0.0	6164.996122	20.93415	4829.51	82.585972849	80000.0	7062.124744652827	79.35100741192345	Test
EHIJAH	4189.773081910704	0.0	5860.287536	18.49076	4485.85	77.0643515075	100000.0	6589.9576518499425	57.28674376906013	Test
FAHPOV	3683.56056600954	0.0	4715.152305	15.833260000000001	3971.7313	61.959453455600006	90000.0	5298.301567676649	43.83641785524879	Test
FAYQED	3313.3119751463564	0.0	3630.1567700000005	12.559	3570.47	47.7880002716	80000.0	4086.466594425167	23.33479687630859	Test
HAFTOZ	2998.6665691536105	0.0	3715.414714	15.37241	3610.18	49.9276337713	90000.0	4269.4317901049135	42.377676598768474	Test
LAWGOG	3109.050954075372	0.0	3837.209697	15.0805	3668.26	51.7060958527	90000.0	4421.512350994423	42.21421315719079	Test
LEHXUT	3969.0542667268237	0.0	5085.509558	24.94881	4497.63	72.80975854100001	80000.0	6226.1371962614085	56.867021155544506	Test
LEJCAG	3800.711188435295	0.0	4085.647864	13.20796	4309.09	52.8667421328	100000.0	4520.761999956846	18.945159887773187	Test
LUKLIN	3742.71192749277	0.0	4636.16611	20.05813	4079.85	60.354758088500006	80000.0	5161.080215567048	37.89680626113371	Test
LURGEL	3734.4465181705373	0.0	3703.822628	9.80097	4312.16	47.06121208800001	90000.0	4024.317192553892	7.762078609854048	Test
LUYHAP	3289.840796074149	0.0	3240.4489329999997	12.05622	3529.47	42.7607881244	100000.0	3656.5776184089427	11.147555309437173	Test
NIBHUC	3915.329799035979	0.0	4963.629524	18.86769	4265.36	63.6985480788	100000.0	5447.015722733577	39.120227472912376	Test
PENNON	2955.7222461951387	0.0	2918.04679	7.9329	3598.36	35.7846112286	90000.0	3060.027989224534	3.5289426522964593	Test
PETVEQ	3068.629183971599	0.0	2758.495098	6.764480000000001	3771.89	36.1206460844	100000.0	3088.7631362276466	0.6561220352466607	Test
SICZOV	3958.9108160862324	0.0	5440.475829999999	18.76086	4173.13	72.0890853553	80000.0	6164.510702536555	55.712290296823916	Test
PEVPUD	3118.5109466683007	0.0	3673.3750590000004	14.95299	3624.13	50.4227179342	80000.0	4311.767625076484	38.26366810361894	Test
SETTAO	3670.5070280045466	0.0	4120.299658	13.881960000000001	3801.22	52.4728317404	60000.0	4487.077776917779	22.246810663570844	Test
VEWKUF	3789.360097915906	0.0	4532.175665	12.541080000000001	4411.22	59.9969421228	80000.0	5130.482513581722	35.3917912526554	Test
VUJBEI	2877.2940269905025	0.0	3790.1085700000003	18.44776	3674.26	50.8594448443	60000.0	4349.113191303719	51.152894021493566	Test
VUJBIM	2861.5526247320813	0.0	3898.668789	18.70668	3688.85	50.172580178100006	80000.0	4290.377745221758	49.931813524605495	Test
WAVROC	3479.5096835386635	0.0	4080.4606340000005	18.88525	3635.73	53.2402207767	100000.0	4552.699055145481	30.843120704161493	Test
XAHPIH	4184.721759232595	0.0	6303.041058	14.316729999999998	4664.2	85.2847669163	90000.0	7292.905102453412	74.27455209807792	Test
XALMOO	4225.740730726942	0.0	4650.398871	13.400720000000002	4612.81	60.2771781462	100000.0	5154.446168509113	21.977340706901533	Test
ADASEF	2972.5873009049706	0.0	4873.8787520000005	21.62414	4166.64	67.67525838	80000.0	5787.0737646939115	94.68137278700284	Test
ALULAV	3659.277427958667	0.0	6748.2777829999995	8.53005	4943.78	44.801660257799995	80000.0	3831.097492629096	4.695464283676329	Test
BINCUY	2898.7897555196996	0.0	3134.037777	13.3117	3505.32	40.117393635999996	80000.0	3430.5346115590855	18.3436848093888	Test
BIWYAH10	2663.2940871788433	0.0	2310.1360010000003	7.2461	3773.58	32.231388292300004	80000.0	2756.1833682064744	3.4877590677951105	Test
CAVPEW	4502.379386994771	0.0	5376.820738	20.25907	4702.17	69.5848406608	100000.0	5950.366728522593	32.16049153277414	Test
CAVPIA	4450.993506042143	0.0	5175.725399	19.92035	4618.58	67.2530884352	80000.0	5750.972999506196	29.206501687754756	Test
ECOKAJ	3459.230648145673	0.0	4438.664821	18.9972	3585.43	95.2486573966	90000.0	8144.941290761018	135.45528237982998	Test
ECOLEP	3983.679017301701	0.0	5463.424659	11.63969	4553.21	73.0251422731	100000.0	6244.555176114235	56.75347207928193	Test
EFAYIU	4185.507063611313	0.0	5035.039181	11.56521	5120.17	65.68415247729999	80000.0	5616.8095202998675	34.196632210521386	Test
GAHWIX	3442.587707030531	0.0	3463.500452	10.08038	3988.38	44.485091712700005	80000.0	3804.0269565730873	10.49905711347359	Test
GAQYIH	2989.111883769997	0.0	2582.917319	20.25844	3685.24	52.0610036285	100000.0	4451.861366681744	48.93592276870092	Test
HABRAF	4692.370684013739	0.0	5519.205147		4810.94	78.90855749100001	80000.0	6747.6601315933885	43.80066252186208	Test
ILITUT	3893.2868344816948	0.0	4319.832654999999	12.63372	4132.18	56.929360576099995	100000.0	4868.166253327693	25.040010158300653	Test
IYOWID	4352.245450838501	0.0	5436.737198	20.516679999999997	4659.7	69.9458962712	100000.0	5981.241460301363	37.42886351111059	Test
KARNAU	3678.4935578298573	0.0	4592.3474240000005	15.53234	3972.07	61.1415039333	100000.0	5228.356740945922	42.13309494091959	Test
LAWGIA	3128.019866146368	0.0	3791.598053	15.074489999999999	3663.85	51.731397371499995	90000.0	4423.6759445906555	41.42096706183965	Test
MEHMET	3401.8694159481993	0.0	5464.395323	21.82341	4564.52	73.1681509238	80000.0	6256.784189056355	83.92193891170888	Test
MUDTAH	3573.73093985707	0.0	3847.6243689999997	18.89369	3669.17	50.4992574584	100000.0	4318.312703485684	20.834857916259175	Test
MUDTEL	2836.1453102310743	0.0	3764.837829	19.09514	3673.87	50.5479043562	90000.0	4322.4726164691165	52.406599227348615	Test
NIBJAK	3916.1429516422168	0.0	5818.6244	32.00355	5440.75	144.7596765696	100000.0	12378.747366690262	216.09539078493776	Test
OLOGEC	3440.773855693813	0.0	4007.890545	13.04043	3807.65	52.700896212299995	80000.0	4506.580117264682	30.97577191268081	Test
OWIZAW	4546.540722531729	0.0	5788.901233	14.23644	5007.14	75.9038548657	80000.0	6490.720798817684	42.761743376695044	Test
PEVQIS	3208.9847347420805	0.0	3485.8850119999997	14.89727	3527.69	48.4552711509	90000.0	4143.5265287642205	29.122662501454784	Test
PUZLOM	3113.3794445682256	0.0	4745.642554	16.83849	4954.25	60.9187178513	80000.0	5209.305768387506	67.31997692976195	Test
QUSBIP	3469.961830705949	0.0	3674.2719810000003	10.669089999999999	4135.37	46.915175683	80000.0	4011.8292690749686	15.615948094125834	Test
RAYMIP	3520.9479496074214	0.0	4416.390771	13.47425	4089.38	58.65693865340001	100000.0	5015.895600905003	42.4586694462287	Test
SUKYIH	3517.0117475906354	0.0	3603.81754	9.64677	3804.84	44.753061693199996	100000.0	3826.941712733595	8.812309636306455	Test
TOHSAL	3582.646534716477	0.0	3408.6762350000004	9.79069	4201.62	43.8118217929	100000.0	3746.454029883181	4.572248296877197	Test
UBULIO	3624.5470125245947	0.0	3928.3978119999997	24.24812	4041.24	65.2916619594	90000.0	5583.246714136996	54.039848147758306	Test
UFENAW	2498.508540741003	0.0	2299.249504	7.3025	3576.23	29.305056906500006	100000.0	2505.9457482113908	0.29766588142949324	Test
VAGMAT	4773.441289455405	0.0	6308.820126	14.920910000000001	5210.33	81.8772760076	80000.0	7001.5223768722935	46.67662075029075	Test
VUSJUP	3812.1407317418602	0.0	4279.193242	14.852879999999999	4100.75	60.0241176005	100000.0	5132.806353900996	34.64367438385968	Test
VUSKAW	3369.989159149556	0.0	3837.0912299999995	14.98828	3621.54	50.9227847812	80000.0	4354.529541323887	29.214942116395054	Test
WAMREJ	3190.6208876758647	0.0	3594.289769	15.938279999999999	3543.66	45.1843214169	80000.0	3863.819766730519	21.099306459597297	Test
WOLREV	3086.3666218329963	0.0	3261.752322	9.92256	3610.83	41.5480201114	80000.0	3552.8709149740807	15.114999295321145	Test
YUGZIK	4350.7385981383195	0.0	4795.252432	11.91055	4841.23	62.141735833599995	80000.0	5313.888971297136	22.137629081437996	Test
YUSWEP		0.0	4624.527647999999		4095.53	68.8513243292	20000.0	5887.641986568281		Test
ZELROZ	4516.451879442288	0.0	6244.674945000001	16.90888	4940.07	84.4083419839	90000.0	7217.95990306405	59.81483021923298	Test
ZILFOR	3178.624867542482	0.0	3041.3105920000003	9.3282	3636.96	39.2011473167	100000.0	3352.184189804577	5.4602014863200905	Test
